Movie Name,Storyline
The Blue Angels,Follows the veterans and newest class of Navy and Marine Corps flight squadron as they go through intense training and into a season of heart-stopping aerial artistry.
Spread,"To make ends meet, an aspiring journalist is forced to take a job at the world's largest porn magazine-beginning her journey to change her life, and the porn industry, forever."
Shirley,Shirley Chisholm makes a trailblazing run for the 1972 Democratic presidential nomination after becoming the first Black woman elected to Congress.
Harbin,Follows Korean independence activists who launched a daring attack in Harbin against the Japanese to gain their country's independence.
The Ties That Bind Us,"Exploring the challenges of modern family structures, the film follows a single father, a feminist librarian and a child seeking a place to belong as they navigate love and desires. It questions what it means to be a family."
Tami's Fantasy,"A-Lister Azi Acosta approaches the sexier side of cosplaying. Tami, with the help of her fubu photographer, Ken, sells sexy photos of herself."
Operation: Raqqa,"In 2014, on the streets of Raqa, an international spy Haibala (aka El Saharawi) tries to hunt down El Jordano, one of the most wanted ISIS leaders."
Happyend,"In near-future Tokyo, the threat of a catastrophic quake looms. Two friends prank their principal before graduation, leading to school surveillance installation."
Buzzheart,"Driven by deep concern for their fragile daughter, her parents subject her boyfriend to shockingly intense and brutal tests, pushing the boundaries of his love to its absolute limits."
Strangers,"A frustrated woman encounters a mysterious hitman. Their romance leads to vigilante killings of criminals. As she delves deeper, she questions her partner's true nature and their hidden motives."
Horror in the High Desert 3: Firewatch,"As a wildfire bears down on the opposite side of the state, Oscar Mendoza, armed with a secret, takes advantage of the distraction and journeys to Northeastern Nevada in search of missing outdoorsman Gary Hinge's last known whereabouts."
The Windigo,"A Native American teen resurrects an ancient demon to protect his family from meth dealers, but finds the creature's bloodlust uncontrollable, forcing the family to break the curse before becoming its next victims."
#MissingCouple,"A real #vanlife couple were on an adventure to renovate an abandoned farm in middle-of-nowhere Mississippi. Cameras blazing, they chronicled their project on social media. But the farm was full of disturbing surprises, especially at night."
Painter and Lampshade,"An artist meets a mysterious woman who becomes his model for his nude artwork. He then fantasizes making love to her; however, he always remembers her number one rule - she can't be touched."
House of Spoils,"It tells the story of a chef who opens her first restaurant where she battles kitchen chaos, a dubious investor and self doubt, but the pressure heats up thanks to the spirit of the estate's previous owner who threatens to sabotage her."
Dancing Village: The Curse Begins,"After a cursed heirloom is returned to a haunted village, two girls face rituals and spirit realms. One sacrifices herself to stay with her dying mother, while the other escapes, only to learn their return came too late."
McVeigh,Army veteran Timothy McVeigh hatches a deadly plan after the Waco siege. A psychological thriller depicting the deadliest act of domestic terrorism in U.S. history.
Witchy Ways,"Retreating to a cabin her late mother believed was magical, a skeptical Eve meets Danni, a witch whose secrets challenge Eve's logic. As romance sparks, supernatural secrets and a vengeful neighbor threaten everything Danni holds dear."
The New Year That Never Came,"On the brink of revolution in 1989 Romania, six lives intersect amid protests and personal struggles, leading to the explosive fall of Ceausescu and the communist regime."
Panda Plan,International action superstar Jackie Chan is involved in a rescue operation of a beloved zoo panda named Hu Hu.
Chantal in Fairyland,"Chantal will be involuntarily transported to a fairy tale world, fighting against witches and tyrant kings, but above all for her friendship with Zeynep."
How to Make Gravy,"A feature film adaptation of Australian music legend Paul Kelly's classic song, 'How to Make Gravy'."
Night Call,"This night is like all the others for Mady, student by day, locksmith by night. But Claire, the enigmatic young girl he helps out that night, is not who she claims to be. Mady has only one night to prove his innocence in a city in turmoil."
Dooba Dooba,In-home security cameras watch as an awkward sixteen year old girl terrorizes her well meaning babysitter.
Swatantrya Veer Savarkar,"The life journey of Indian freedom fighter and reformer Vinayak Damodar Savarkar, popularly known as Veer Savarkar."
A Strange House,"Amemiya is an unpopular Youtuber who specializes in the occult. One day, his manager brings him a floor plan with an inscrutable point. With the help of Kurihara and Yuzuki, he begins to look into the plan and reveal the mystery behind."
Maldoror,"Two girls vanish. Police recruit Paul Chartier joins a covert unit tracking a sex offender. After the operation falters, Chartier pursues the perpetrators independently, disillusioned with legal constraints."
Wild Wild Punjab,"Khanna has had a breakup. He's upset, but he has friends like Arora, Jain and Honey paa'ji who encourage him to face this breakup head-on and move on. They embark on a trip across Punjab to help Khanna find the closure he desires."
Sex-Positive,"Virginia tumbles into a wild and thrilling new world of sexual liberation when she moves in with a group of polyamorous party animals, including the charming but commitment-phobic Jake."
The Price of Money: A Largo Winch Adventure,"It follows Largo Winch, who is devastated by the kidnapping of his son. He realizes that if he finds those responsible for his bankruptcy, maybe he'll see his son again."
Universal Language,An absurdist triptych of seemingly unconnected stories finds a mysterious point of intersection in this tale set somewhere between Winnipeg and Tehran.
The Cut,"A retired Irish boxer (Orlando Bloom) returns to the ring for one last shot at the title but only if he makes weight. Holed up in a room in Las Vegas he embarks on an intensive, illegal weight-cut program with an unscrupulous trainer."
Vadakkan,"A paranormal investigator based in Helsinki ventures to Kerala to probe a series of mysterious deaths during a reality TV show shoot and confronts an unspeakable entity from a Dravidian cult practice, lurking on a mysterious island."
Body Language,"A woman who excels at reading body language realizes that something is deeply wrong during a quiet night at home, turning a peaceful night into a terrifying fight for her own survival."
Forbidden Desire,"Agatha and Ubel's turbulent romance leads to a devastating breakup. Though she finds a new partner, Agatha can't get enough of Ubel. They continue their illicit affair until she finds out that Ubel has a secret that can ruin her life."
Gu,Gu follows eight-year-old Minna as she unravels the mystery of an ancient curse in her father's ancestral home.
Naples to New York,Follows two Neapolitan kids as they journey to New York to escape Italy's early postwar poverty.
In Waves and War,Highly decorated Navy SEAL Marcus Capone struggles with PTSD after returning from Afghanistan. His wife finds hope in psychedelic therapy. They embark on providing access to this treatment for other veterans battling mental health issues.
Boys Go to Jupiter,"A teenager in suburban Florida desperately hustles to make $5,000 in this dreamy and surreal animated coming-of-age story."
Thangalaan,"Based on the true events that revolve around the lives of mine workers in the Kolar Gold Fields, Karnataka."
Christmas on the Ranch,"When a talk show relationship expert with her own romantic hang-ups gets stranded at a ranch before Christmas, the charming rancher reminds her that love is always worth the risk."
Exhibiting Forgiveness,"A Black artist on the path to success is derailed by an unexpected visit from his estranged father, a recovering addict desperate to reconcile. Together, they struggle and learn that forgetting might be a greater challenge than forgiving."
Went Up the Hill,"Jack ventures to remote New Zealand for the funeral of his estranged mother and meets her widow Jill. But his mother's spirit returns to inhabit each of their bodies, instigating a life-threatening three-way nocturnal dance."
Night Silence,"Lucjan is admitted to a nursing home, where he is welcomed by the residents and staff. Everything is fine, there are no dark secrets hidden in the basement, no strange, malevolent creatures. Don't worry about it. Everything - is - fine.."
#AMFAD: All My Friends Are Dead,"A group of college friends rent an Airbnb for the biggest music festival of the year. A weekend of partying quickly takes a turn, as their past regrets come back and haunt them. A killer then tries to avenge a forgotten, lost friend."
Sons,The idealistic prison officer Eva is faced with the dilemma of her life when a young man from her past gets transferred to the prison where she works.
Grand Tour,"Edward, civil servant, flees fiancée Molly on their wedding day in Rangoon, 1917. His travels replace panic with melancholy. Molly, set on marriage, amused by his escape, trails him across Asia."
Sarfira,"A man fights to make his dream of creating a low cost airline a reality, facing opposition from devious competitive airline owners who threaten his business and his passengers' safety."
The Traveller,"A college student's life changes when he meets a powerful woman after his grandfather's corpse is stolen. As he uncovers a dark conspiracy, he learns he belongs to a hidden group of people with supernatural abilities."
Laws of Man,"At the dawn of the Cold War, two U.S. marshals pursue a wanted murderer in the deserts of Nevada."
Sayara,"When her sister is murdered by a group of politically connected rich kids, Sayara, a quiet gym cleaner from Turkmenistan, begins to follow in her father's footsteps, seeking a path of revenge."
Mononoke the Movie: The Phantom in the Rain,"A deadly and mysterious master of the occult travels across feudal Japan, seeking malevolent spirits called Mononoke to slay. He must uncover their Form, Truth, and Reason to wield the mighty Exorcism Sword against them."
Devara Part 1,"A mighty sea warrior takes a violent stand against the criminal deeds of his village. Years later, his mild-mannered son walks a path of his own."
The Last Dance,"A debt-ridden wedding planner inadvertently becomes a successful funeral planner, but he must convince a traditional Taoist priest of his legitimacy to continue operating in the field."
Between Borders,"The incredible true story of an Armenian family forced to flee their home during the collapse of the Soviet Union, and embark on a journey to find a community to call their own."
A Brother and 7 Siblings,"After the untimely death of his older siblings, a struggling young architect suddenly becomes a ""single-parent"" for his nephews. When opportunity for a better life arises, he must choose between his love life, career, or his nephews."
The Bad Shepherd,A group of friends on a hunting trip accidentally run over a woman carrying a bag of money. Their loyalty is put to the test when a strange man comes knocking.
Drive Back Home,"In 1970, a gruff New Brunswick plumber travels to Toronto to bail out his estranged gay brother jailed for public indecency. Reluctantly driving home together per their mother's wish, their tense reunion tests their sibling bond."
Kingdom 4: Return of the Great General,"While Qin continues to fight for the unification of the region, its neighboring country invades Qin from the north."
The Air He Breathes,"Elizabeth and Tristan, who find solace and healing in each other's company after suffering devastating losses. As they navigate their grief and past traumas, they discover the power of love and second chances."
Lollipop,"Molly, a young woman released from prison, struggles to regain custody of her children. When she bumps into her childhood friend Amina the two women soon realize their only chance is to join forces and take destiny into their own hands."
Hack Your Health: The Secrets of Your Gut,An informative yet lighthearted documentary exploring the intricacies of the digestive system and its pivotal role in maintaining overall health and well-being.
Super Vixens 7,"Ancient God empowers Skeletor against She-Ra. Starlet battles Viper, Cobra while weakened by Krystinite. Vindicator tricks Supergirl, steals powers, humiliates her publicly. Dark forces overpower heroines through trickery and subjugation."
The Most Precious of Cargoes,"During a war that plagues everything around, a lumberjack's wife finds an abandoned baby girl. This meeting transforms the lives of the couple and those whose destinies intertwine with that of the child."
Black Eyed Susan,"Derek takes a job at a tech firm, developing an AI sex doll named Susan. As he explores the boundaries of desire, pleasure, and pain with Susan, he confronts profound questions about humanity in an uncertain future."
Pavements,"Documentary about the American indie band Pavement, which combines scripts with documentary images of the band and a musical mise-en-scene composed of songs from their discography."
Maharot,"Tantan is a small-town young man, falls for Joni, a free-spirited woman who sells herself yet teaches him about love. As their bond deepens, will their love defy life's twists?"
Singham Again,"Bajirao Singham and a team of super cops must rescue his wife, Avni, who is producing a stage play based on the Ramayana, from a villainous kidnapper."
Haunt Season,"A masked maniac targets cast members at a suburban Halloween haunt attraction, turning their staged injuries into gruesome real-life horrors. As the terror escalates, the lines between performance and reality blur."
Jab Khuli Kitaab,"Gopal and Anusuya's decades-long marriage faces upheaval when a revelation surfaces. As secrets emerge, the family navigates emotions both touching and comedic, exploring love, companionship, forgiveness, and rediscovering one another."
City Hunter,"An exceptional marksman and hopeless playboy, private eye Ryo Saeba reluctantly forms an alliance with his late partner's sister to investigate his death."
House of Sayuri,"A family moves into a house, but discover that it is haunted by a murdered girl."
Baby Assassins: Nice Days,Teenage assassins Chisato and Mahiro visit the coastal city of Miyazaki when they unexpectedly cross paths with a bloodthirsty assassin who's looking to add to his personal body count.
Stealing Pulp Fiction,"It follows Jonathan, Elizabeth and Steve as they try to steal Quentin Tarantino's personal print of Pulp Fiction (1994)."
Demonte Colony 2,"A group of friends who return to a cursed location, driven by curiosity and the quest to uncover the truth behind the malevolent spirits that reside there."
Was Once a Hero,"Ginny and Little Bit, after their father's murder, flee outlaws across desert. They ally with ex-lawman Malcolm Hunter, hoping to reach Black Ridge for safety amidst peril and Malcolm's fading memory."
Everything to Me,"A girl raised in Silicon Valley in the shadow of Steve Jobs' successful return to Apple, and his huge influence on her imagination, her aspirations and relationships."
Moartea in vacanta,"Death on Holiday follows the story of three characters who become overnight ""friends in need"" - who desperately try to get into the good graces of a lonely and wealthy old woman, Rodica, hoping to inherit her fortune."
A Missing Part,"Every day, Jay travels the length and breadth of Tokyo in his taxi, looking for his daughter Lily. In the 9 years since he has separated from his wife, he has never been able to get custody of his daughter. Having given up hope of ever seeing her again, he is about to move back to France when Lily hops in his cab. But she doesn't recognize him."
De Pai para Filho,"After his rocker father's death, José moves to Copacabana carrying old resentments. When his dad's ghost appears seeking forgiveness, José must confront their troubled past while the spirit encourages him to pursue Dina, a widowed neighbor"
Viet and Nam,"In the underground coal mines, Nam and Viet, young miners, face danger and darkness. One prepares to leave for a new life, but they must find Nam's father's remains, a soldier lost in a faraway forest, retracing the past through memories."
The Painter,"An ex-CIA operative is thrown back into a dangerous world when a mysterious woman from his past resurfaces. Now exposed and targeted by a relentless killer and a rogue black ops program, he must rely on skills he thought he left behind."
Krista,"Krista is happy with the simple life she's living with the husband she loves very much. But her ambitious husband ends up losing big at cockfighting, forcing him to commit a crime, and leading Krista to use her body to save him."
Out of Control,A marriage is threatened when the husband's first love comes back to town.
A Sudden Case of Christmas,"An American couple takes their 10-year-old daughter to her grandfather's hotel in Italy to tell her that they are separating. Hoping to bring them back together, she asks to celebrate one last Christmas together, although it's August."
Seeking Haven for Mr. Rambo,"On a quest to save Rambo, his dog and best friend; Hassan is forced to confront the fears of his past and rediscovers himself."
Architecton,"An extraordinary journey through the material that makes up our habitat: concrete and its ancestor, stone."
The Invisibles,"A couple facing the end of marriage, when the husband starts to disappear. As he fades from existence he discovers a new world of people who have disappeared just like him."
Solvent,"While hunting Nazi papers in Austria, researchers find a dark secret beneath a farmhouse. As expat Gunner Holbrook pursues the mystery, his grip on reality slips. He battles an evil force, racing to save himself."
¿Quién es quién?,"Valentina make a wish for her 9th birthday. The next day, all the members of her family wake up with their bodies exchanged. Chaos grips the family as they wonder: Who is who?"
Street Trash,A group of homeless misfits must fight for survival when they discover a plot to exterminate every homeless person in the city.
The Price of Nonna's Inheritance,"When a grandmother falls for a cheeky suitor with dubious intentions, her family devises a secret plan to protect her life and their inheritance."
Dear Kelly,"Filmmaker Andrew Callaghan investigates about the life of Kelly Johnson, a participant at a 2021 White Lives Matter rally in Huntington Beach, California, delving into Johnson's background and beliefs."
When We Were Sisters,"1996: Fifteen-year-old Valeska is going on vacation to Crete with her mother Monica. Jacques, her mother's new boyfriend, and his daughter Lena, who Valeska doesn't get along with at first, are joining them. Slowly, however, a friendship develops between the two girls. While they find a sister in each other, the adults relationship spirals out of control. Valeska must emancipate herself from her mother and, in doing so, give up her dream of a family."
Peripheral,A woman's husband goes missing soon after moving into their new home. But strange paranormal events start to occur upon his return.
Stress Positions,"Terry, in strict quarantine in his ex-husband's Brooklyn home, cares for his injured nephew, a 19-year-old Moroccan model named Bahlul, drawing attention from everyone in his life."
Cash for Gold,"Struggling to save her home from foreclosure and stay sober after her military husband's death, Grace goes to work for her small town's only Muslim family and is forced to come face-to-face with the demons that threaten to pull her under."
Tezgah,"A writer, an actress, a musician, and a kitchen counter collide in a bloody night where art, deceit, and betrayal stain an old mother's rug. This tale of a ""loveless"" era that."
Meet the Leroys,A man takes his wife and their teenage children on a road trip down memory lane while facing divorce.
The Good Teacher,"When a Literature teacher is confronted with a teenage student's complaint of inappropriate behavior, he is called upon to fight to protect his name, his position in the school, and his longtime gay relationship, which no one knows."
House on Haunted Hill,"On October 31st, 1978, the WXIP-TV Channel 6 Team investigated the infamous ""Hill House"" on Live Television, with dire results. The broadcast was banned and never seen again, until now."
The Friendly,"Military medic Curtis gets injured, returns home with dog Friendly who saved him. Curtis and Friendly adjust to civilian life. Curtis falls in love with nurse Sophia, who has a child."
Poison Sangga: The Homewrecker's Curse,"The life of a married couple, Maya and Andi, who both begin to be disturbed by a series of mysterious oddities."
Saturn,"When a mysterious planet appears in the sky, a young father must choose between the life he loves and an ancient call to save the world."
Believer,"A struggling writer finds herself at the center of the story she is covering when brutally attacked by a notorious cult leader and mass murderer, a man who exerts an inexplicable control over his followers."
He Ain't Heavy,A desperate woman kidnaps and enforces rehab on her violent brother in a last-ditch effort to save their lives.
Maybe More,"Sophia, who has been married for a long time with Xavier, invites their young upstairs neighbors to dinner. As the ice is broken, the evening unfolds with a cascade of revelations, laying bare the intricacies of relationships."
Dedh Bigha Zameen,"Anil sells his land for his sister's wedding, but a powerful official steals it. He fights for justice, facing threats and betrayal."
Fasel Men El Lahazat El Lazeeza,"A romantic comedy about a couple who encounter many problems, until a portal opens by chance that leads them to parallel worlds."
Dark Match,"A small-time wrestling company accepts a well-paying gig in a backwoods town only to learn, too late, that the community is run by a mysterious cult leader with devious plans for their match."
The Commandant's Shadow,"Follows Hans Jürgen Höss, the son of Rudolf Höss, the Camp Commandant of Auschwitz when he confronts his father's involvement in the murder of over a million Jews during the Holocaust."
The Demon Disorder,"Tells the story of Graham, Jake and Phillip Reilly and their deceased father. Their pasts collide when a family secret is discovered, leading their father's garage to become the site of revenge from beyond the grave."
Bir Cumhuriyet Sarkisi,"In 1930s Turkey, a handful of young, talented and determined people strive to realize an artistic revolution in a fledgling country."
Pegasus 2,"A former rally driving champion, now down on his luck, finds new partners to re-enter a famed rally race."
Humans in the Loop,"A single mother from the Oraon tribe balances training AI systems and reconnecting with her roots, while her pre-teen son struggles to accept their new life away from the city."
The Volunteers: The Battle of Life and Death,"It tells the story of the third to fifth battles in the War to Resist U.S. Aggression and Aid Korea, among which Battle of Cheorwon will be the highlight. Li Xiang , Fu Chongbi, Cai Changyuan from 63rd Army and others will come on Stage."
Gelin Takimi,"A group of female friends take a holiday bachelorette trip, where they let their hair down, flirting with strangers, and indulge in a party lifestyle."
He's Watching You,A teenager investigating mysterious murders in his small town discovers a collection of VHS tapes that could reveal the identity of a notorious serial killer.
Avicii - I'm Tim,"Tim Bergling, a shy and insecure boy who, without realizing it, suddenly created one of the world's most loved artists - Avicii."
Drazen,"The narrative of Drazen Petrovic, a celebrated Croatian basketball player, highlights his personal life and unique character, emphasizing his deep, complex relationship with basketball - both his greatest passion and his curse."
Godless,"After signing a progressive bill into law, a Catholic governor with hopes of the presidency is excommunicated by the church."
Twisted: The 10 Most Sadistic Serial Killers,"A wild, true-crime ride that delves into the sick and sadistic methods of the world's 10 worst serial killers. In this gruesome special, we rank the most notorious serial killers beginning at number 10"
Üç Günlük Dünya,"Muhittin, who owns a monopoly in one of the slums of Istanbul, finds it difficult to make ends meet by producing his own alcohol."
Doctor X: The Movie,"Michiko Daimon is a freelance surgeon who never fails. She does not appear or act like a typical surgeon, but she is highly skilled. The story of her mysterious and solitary background is soon revealed and she also faces the worst crises ever. How will Michiko respond?"
Rap World,"In 2009, four friends living in Tobyhanna, Pennsylvania document their attempt to record a rap album over the course of one eventful night."
Dandelion,"It follows a singer-songwriter in a downward spiral as she takes a last effort gig at a motorcycle rally in South Dakota where she meets Casey, a guitarist who walked away from his dream long ago."
Mea Culpa,"A criminal defense attorney, unhappy in her marriage, finds herself seduced by her mysterious new client, an artist accused of murdering his girlfriend."
Albany Road,"On her way to the most important meeting of her career, a New York executive is forced to share a rental car with her ex-fiancé's mother, only to discover that the mother is hiding a major secret."
Your Monster,"After her life falls apart, a soft-spoken actress finds her voice again when she meets a terrifying, yet weirdly charming monster living in her closet."
Her Story,"Wang Tiemei, a single mother, loses her job and moves, befriending neighbor Xiaoye who appears cheerful but is depressed. Their bond grows as Tiemei navigates relationships with her ex-husband causing trouble."
Young Royals Forever,"Edvin Ryding and Omar Rudberg, among others, together with the main writer, creator and executive producer Lisa Ambjörn share the story of how Wilhelm and Simon's journey took shape, from the writing process and casting to the final scene."
Tyler Perry's Divorce in the Black,Ava's husband Dallas leaves her heartbroken as he abandons their marriage.
Cesium Fallout,"In a Hong Kong recycling plant, a massive fire exposes a radiation crisis caused by illegal garbage smuggling. Government advisor, executive, and firefighters embark on a high-stakes mission to mitigate the disaster."
Across the Sea,"Nour, a 27-year-old, emigrates illegally to Marseille and lives off petty crime with friends leading marginal lives, and partying hard."
"Apollon by Day, Athena by Night","Defne travels to the ancient Mediterranean city of Side and encounters a revolutionary, a prostitute, a priestess, and other mysterious people. Guided by them, she searches for the mother who has abandoned her."
Kang Mak,"A man named Makmur returned from the battlefield. However, Makmur finds Sari, his wife, has died and become a ghost."
Thesis on a Domestication,"A successful transgender actress and her lawyer husband decide to adopt a child, defying the conservative community in Argentina. But their attempt for a domestic happiness is thwarted when they visit the actress's hometown."
The Holiday List,"A woman sets out a well-intentioned plan of bringing her dysfunctional family together in the wake of the family's matriarch, her mother-in-law."
Shoutai,"Accused of a brutal murder, Kaburagi escapes and goes on the run across Japan. Detective Matanuki pursues him, but after 488 days missing, Kaburagi's true identity and motives remain a mystery."
Super Vixens 8,3 tales of sexy super heroines taking on evil.
Swede Caroline,"In this British Mockumentary, the competitive giant vegetable growing world is rocked by scandal when up-and-coming prospect Caroline has her prized marrow plants stolen."
Among Neighbors,"In a small Polish town where a dark history has been silenced, an eyewitness to murder speaks out in search of the Jewish boy she loved."
Between the Mountain and the Sky,"An inspiring story of love and resilience after tragedy strikes humanitarian Maggie Doyne, mother to over 50 Nepalese children."
Sasan,"In the Gir forest, the Maldhari community's traditional way of life faces rising threats. After tragic lion incidents, an investigator uncovers shocking evidence before a court eviction, leading to an unexpected revelation."
Last Breath,Doctor Augustin Masset engages renowned writer Fabrice Toussaint in a philosophical dialogue exploring life and death. A series of profound encounters guides Toussaint to confront his fears and anxieties.
Ketchup on Waffles,"Three masked attackers terrorize a college-town diner late Friday, with their white-masked leader orchestrating increasingly brutal murders of customers for fun over several hours."
Once Upon a Time in Hollyweird,"When Hollywood icon Michael Madsen goes missing presumed dead, they call Rick Blaine (Tom Sizemore) to investigate. A Tarantino-style murder mystery that is, Once Upon a Time in Hollyweird."
She's Got No Name,"A bizarre case caused thousands of waves. There are different opinions on the truth. When the whole story of the case was gradually restored like pieces of a puzzle, people realized that the truth was not that important anymore."
Checkpoint Zoo,"Checkpoint Zoo documents a daring rescue led by a heroic team of zookeepers and volunteers, who risked their lives to save thousands of animals trapped in a zoo behind enemy lines in the Russian Invasion of Ukraine."
We Strangers,"We Strangers is an addictive and haunting study of race, class and assimilation, centering around Ray, a charming and self-determined woman living in Gary, Indiana."
Audrey,"Self-appointed Mother of the Year, Ronnie has given her daughter Audrey everything, so when Audrey selfishly falls into a coma, Ronnie has no choice but to keep their dreams alive by assuming her identity."
Ravens,The dark fantasy love story of legendary Japanese photographer Masahisa Fukase and his wife Yoko.
The Donn of Tiki,"The Donn of Tiki attempts to separate fact from exaggeration to tell Don the Beachcomber's incredulous life story, along with how he inadvertently created the Tiki subculture."
Correr para Vivir,"Two Tarahumara brothers, talented runners, take divergent paths: Homero pursues athletic greatness, while Capó gets entangled in organized crime, seeking a better life, as their fates drift apart due to contrasting choices."
The Nut Farm,A cryptocurrency trader from San Francisco takes over his missing uncle's macadamia nut farm in the Australian town of Cobweb but he soon realizes the offer comes with conditions.
Skategoat,"Leandre Sanders was born in Venice Beach, LA, into a world of gangs and crime. The only thing that kept him out of trouble was his love of skateboarding. While his older brothers joined the family tradition of running with gangs, Leandre - dubbed Skategoat - spent most of his days and nights at Venice Beach skatepark with his younger brother Leontay. He was so talented and determined that, at the age of 11, he caught the eye of filmmaker Van Alpert. Over the next ten years, Van documented Leandre's struggle to perfect his skateboarding and to survive. At 14-years old, Leandre was forced to leave his rapidly unravelling family life and started sleeping rough at the bowl of the skate park, relying on his friend Haden and the kindness of a local woman, Katie, who looked out for the two boys. And despite this adversity, Leandre never lost his drive to skate - Set against the visually palpable decline of LA, the decade captured by Van charts Leandre's journey to an internationally-respected skater who has perfected his own unique 'no stance' skate style. The result is a gritty reflection of what it takes to make it in the skating world - and what it takes to survive as a disadvantaged kid in the United States. Pulsing with a tactile sense of street style and punctuated by an incredible soundtrack. Skategoat is a story about the streets told from the streets, that proves anyone can seize their dream."
Glimmers,"Isabel's life takes an unexpected turn when her daughter Madalen asks her to take care of her father, Ramón, who is sick. After fifteen years without seeing her ex-husband Isabel will try to fulfill her mission with diligence and coldness."
Elizabeth Taylor: The Lost Tapes,Newly discovered interviews with Elizabeth Taylor and unprecedented access to the star's personal archive reveal the complex inner life and vulnerability of the groundbreaking icon.
Restlessness,"A mysterious story about a man who gets stuck in a small provincial hotel, where strange things happen, and the guests disappear one by one. This is an absurd drama with elements of a detective about loneliness, love and time."
Woh Bhi Din The,"A renowned photojournalist returns to his alma mater as a guest speaker, reminiscing about his carefree school days and first love"
The Shepherd and the Bear,"An aging shepherd struggles to find a successor as bears prey on his flock. While, a teenage boy becomes obsessed with tracking the bears."
Skeletons in the Closet,"Haunted by a malevolent spirit since childhood, a desperate mother allows herself to become possessed in order to save the life of her terminally ill daughter."
Harley Flanagan: Wired for Chaos,"From a tumultuous Bronx upbringing, the movie chronicles Harley Flanagan's rise to punk stardom at 13, featuring raw NYC footage and interviews with icons like Flea and Ice-T, depicting his transformative journey."
Bonnie and Clyde: The Musical,Two small-town kids from the middle of nowhere became the biggest folk heroes in all America. They craved adventure-and each other.
Lesvia,"The documentary chronicles about four decades in a small farming village of Eressos on the island of Lesbos, where lesbian women from around the world have been gathering since the late '70s."
My New Friends,"Lucie, a police officer, is fond of her new neighbors, a young couple. Soon she discovers that Yann, the father, has a heavy criminal record. Lucie has a moral conflict between her professionalism and her desire to help this family."
"April, Come She Will","On the morning following the eve of their engagement, the fiancée disappears from the man's side. He is left to reminisce about why she chose to run away."
Living in Two Worlds,"Explores Dai's life as a CODA, navigating between the hearing and deaf worlds. It delves into his complex experiences, bridging communication barriers."
Enough for Now,Siblings bake coconut cubes dessert to lure eldest brother home. Time appears frozen. Ordinary summer days become extraordinary. Joyous spirit alleviates darkness. Brothers reunite through baking shared favorite treat.
Breaking the Silence: The Maria Soledad Case,"In '90s Argentina, the murder of a high school student sparks widespread protests. Retold by her loved ones, this documentary shows their fight for justice."
Girls State,"Follows 500 adolescent girls from all across Missouri as they come together for a week-long immersion in a sophisticated democratic laboratory, where they organize a Supreme Court to consider the most contentious issues of the day."
Last Night at Terrace Lanes,"When a bloodthirsty cult invades a bowling alley on its final night of operation, a high schooler on a date from hell, must join forces with her survivalist dad to fend off the crazed murderers."
"To Live, to Die, to Live Again","A potential love triangle between Emma, Sammy, and Cyril is shattered by the emergence of the AIDS crisis. Expecting the worst, each character's destiny takes an unexpected path."
Dagr,Fame seeking YouTubers find themselves in a paranormal nightmare when the advert team they are stealing from awakens a murderous occultist from the past.
The Adamant Girl,"Meena, who loves a man from a lower caste but her family thinks she is possessed and cast the spell out of her."
Navras Katha Collage,"Nine soul-stirring tales depicting varied human emotions through one actor's tour-de-force performance. From joy to anger, this anthology immerses viewers in relatable situations that mirror life's kaleidoscope."
The Inheritance,"A billionaire on the eve of his 75th birthday, invites his estranged children back home out of fear that tonight someone or something is going to kill him. He puts each of their inheritances on the line, to make sure they'll help."
The Hyperboreans,"A woman's storytelling and illusions bring to life the controversial figure of Miguel Serrano, a Chilean writer who propagated esoteric Neo-Nazi philosophies, prompting contemplation about his place in history."
Vice Is Broke,"Huang examines Vice's transformation from indie magazine to media behemoth, interviewing former contributors pivotal to its ascent and decline."
La petite vadrouille,"Justine, her husband and their gang of friends come up with a solution to their money problems: organize a fake romantic cruise for Franck, a major investor, who is looking to seduce a woman."
Queen of Bones,"In 1931 Oregon, twins Lily and Sam defy their father's silence to uncover the dark supernatural ties behind their mother's death on their isolated homestead."
Lovers,"A woman returns home for the funeral of a friend who's taken his own life, she reconnects with her past and opens her heart to love again."
An Open Door: Temple Grandin,"Acclaimed documentary celebrating Dr. Temple Grandin's pioneering work in animal welfare, autism advocacy, and neurodiversity through her unique perspective as a visual thinker on the autism spectrum."
I Feel Fine.,"Ozzy Taylor, a charismatic high school teen, discovers he can't control his intrusive thoughts, setting off a life-changing shift in his destiny."
Chris Brown: A History of Violence,"Explore the biographical film that delves into the controversial personal life of Chris Brown, an iconic singer while exploring allegations of domestic violence, assault charges and sexual misconduct."
Make a Girl,"In a future where domestic robots are commonplace, a young man creates his ideal partner. He brings to life an artificial girlfriend, who begins to display emotions. But over time she wonders whether her feelings are real or programmed."
Siddharth Roy,"Siddharth Roy Embraces logic and reason but is overwhelmed by emotions, resulting in heartache and inner turmoil."
Andrea Bocelli: Because I Believe,Follows Andrea Bocelli not only backstage but beyond the stage and into his private life with family and close friends.
The Gifts of Christmas,"When Taya, the hardworking owner of a struggling resort, reconnects with Bradley, they must navigate financial challenges, fraudulent activities, and their own complicated history to save the resort and find love in the process."
